sentence_id,company_id,company_name,section,pdf_page,candidate_label,rerank_score_v1,rerank_score_v2,scorer_used,score_used,threshold_used,hard_gate_pass,hard_gate_reason,strong_anchor,anchor_terms,label_mode,attribution_final,attribution_source,status_final,status_source,final_label,final_reason,confidence,countable,document_text,manual_ai_relevant,manual_label_valid,manual_attribution,manual_status,manual_table_quality,manual_correct_labels,manual_exclusion_reason,manual_note,lsa_cos,score_norm,lsa_norm,semantic_score,conf_w,edge_weight
CAND-00047,002657.SZ,中科金财,核心竞争力,6,TECH_LLM,0.777344,0.003824,rerank_score_v1,0.777344,0.57,1,ANCHOR_OK,0,智能体,SCORE_LED,COMPANY,EXPLICIT,APPLIED,ORIGINAL,ACCEPT,PASS_ALL,LOW,0,公司与头部AI 厂商合作范围覆盖基础设施、平台工具、产品实施、场景交付全链条服务，落地应用多元丰富，覆盖AI 原生智能体平台、知识库、智能营销、智能问数、全流程智能贷款、手机银行、OCR、客户画像等核心场景，合作客户覆盖股份制银行、城商行、农商农信、证券、保险等金融机构。,1.0,,,,,,,,0.02348886850676945,0.7639581859841076,0.03842868575063236,0.40119343586737,0.25,0.1601790153801055
CAND-00047,002657.SZ,中科金财,核心竞争力,6,TECH_CV,0.46875,0.037327,rerank_score_v1,0.46875,0.3,1,ANCHOR_OK,1,OCR,SCORE_LED,COMPANY,EXPLICIT,APPLIED,ORIGINAL,ACCEPT,PASS_ALL,MEDIUM,1,公司与头部AI 厂商合作范围覆盖基础设施、平台工具、产品实施、场景交付全链条服务，落地应用多元丰富，覆盖AI 原生智能体平台、知识库、智能营销、智能问数、全流程智能贷款、手机银行、OCR、客户画像等核心场景，合作客户覆盖股份制银行、城商行、农商农信、证券、保险等金融机构。,1.0,,,,,,,,0.04238326615036905,0.4368118830447122,0.06099200065798504,0.24890194185134862,0.6,0.32960469906648554
CAND-00048,002657.SZ,中科金财,核心竞争力,6,AI_GENERAL,0.925781,0.212069,score_mean,0.568925,0.5,1,GENERIC_AI_OK,0,,SCORE_LED,COMPANY,EXPLICIT,COMMERCIAL,ORIGINAL,ACCEPT,PASS_ALL,LOW,0,公司以银行为核心客户群体，累计服务国内外银行客户500 余家，落地交付银行项目6200 余个，打造了一支专业领先、经验丰富的银行业务及技术团队，形成了扎实的AI 技术能力、业务数据治理能力及业务Know-How。,1.0,,,,,,,,,0.5430092844749214,0.29267191119686864,0.417840597835895,0.25,0.16267608967538427
CAND-00050,002657.SZ,中科金财,核心竞争力,6,TECH_KG,0.112793,0.191933,rerank_score_v2,0.191933,0.15,1,ANCHOR_OK,1,实体关系|知识图谱,SCORE_LED,COMPANY,EXPLICIT,APPLIED,ORIGINAL,ACCEPT,PASS_ALL,MEDIUM,1,公司研发的业务数据治理体系，通过统一业务术语、指标口径、实体关系与业务规则，构建覆盖全业务域的语义标准与知识图谱，实现数据从技术字段到业务知识的转化，破解跨系统数据孤岛、用数门槛高、AI 应用语义偏差等痛点。,1.0,,,,,,,,0.486717844628884,0.1433529754160007,0.5916075411768272,0.36748025829641395,0.6,0.37229289298670903
CAND-00055,002657.SZ,中科金财,研发投入,12,TECH_LLM,0.59375,0.012432,rerank_score_v1,0.59375,0.57,1,ANCHOR_OK,0,Agent,SCORE_LED,COMPANY,EXPLICIT,R_AND_D,ORIGINAL,ACCEPT,PASS_ALL,LOW,0,预计对公司未来发展：利用业务流程管理与 AI Agent 等技术对银行业务流程进行全链路智能重构，智能化升级银行业务管理和运营模式，支持业务流程自动化编排、调度和执行，实现降本增效。,1.0,,,,,,,,0.18856975105413715,0.5693267338435756,0.23556500141199493,0.4024458676277852,0.25,0.16036688014416778
CAND-00055,002657.SZ,中科金财,研发投入,12,AI_GENERAL,0.945312,0.148047,score_mean,0.5466795,0.5,1,GENERIC_AI_OK,0,,SCORE_LED,COMPANY,EXPLICIT,R_AND_D,ORIGINAL,ACCEPT,PASS_ALL,LOW,0,预计对公司未来发展：利用业务流程管理与 AI Agent 等技术对银行业务流程进行全链路智能重构，智能化升级银行业务管理和运营模式，支持业务流程自动化编排、调度和执行，实现降本增效。,1.0,,,,,,,,,0.5194264115673524,0.29267191119686864,0.4060491613821105,0.25,0.16090737420731657
CAND-00056,002657.SZ,中科金财,研发投入,12,TECH_CV,0.992188,0.437823,rerank_score_v1,0.992188,0.3,1,ANCHOR_OK,1,OCR,SCORE_LED,COMPANY,EXPLICIT,R_AND_D,ORIGINAL,ACCEPT,PASS_ALL,HIGH,1,预计对公司未来发展：基于大模型的OCR 识别平台研发项目。,1.0,,,,,,,,0.2818953574647298,0.9917183508243554,0.3470125895321255,0.6693654701782404,1.0,0.8016192821069443
CAND-00056,002657.SZ,中科金财,研发投入,12,TECH_LLM,0.621094,0.002801,rerank_score_v1,0.621094,0.57,1,ANCHOR_OK,1,大模型,SCORE_LED,COMPANY,EXPLICIT,R_AND_D,ORIGINAL,ACCEPT,PASS_ALL,MEDIUM,1,预计对公司未来发展：基于大模型的OCR 识别平台研发项目。,1.0,,,,,,,,0.16068415289458735,0.5983146224855285,0.20226457318336855,0.4002895978344485,0.6,0.3841042552204014
CAND-00057,002657.SZ,中科金财,研发投入,12,TECH_CV,0.992188,0.7773,rerank_score_v1,0.992188,0.3,1,ANCHOR_OK,0,影像,SCORE_LED,COMPANY,EXPLICIT,APPLIED,ORIGINAL,ACCEPT,PASS_ALL,LOW,0,预计对公司未来发展：应用AI 技术处理银行影像数据。,1.0,,,,,,,,0.07388850715344028,0.9917183508243554,0.0986149345769786,0.5451666427006671,0.25,0.18177499640510006
CAND-00058,002657.SZ,中科金财,研发投入,12,TECH_CV,0.992188,0.422505,rerank_score_v1,0.992188,0.3,1,ANCHOR_OK,1,OCR,SCORE_LED,COMPANY,EXPLICIT,R_AND_D,SECTION_INFER,ACCEPT,PASS_ALL,HIGH,1,预计对公司未来发展：建成具备多语言、复杂排版识别能力的 OCR 识别平台，赋能业务场景。,1.0,,,,,,,,0.4068693423084282,0.9917183508243554,0.4962540434511548,0.7439861971377552,1.0,0.846391718282653
CAND-00059,002657.SZ,中科金财,研发投入,12,PRODUCT_CUSTOMER,0.106934,0.268941,rerank_score_v2,0.268941,0.19,1,ANCHOR_OK,1,客服|营销,SCORE_LED,COMPANY,EXPLICIT,R_AND_D,SECTION_INFER,ACCEPT,PASS_ALL,LOW,0,预计对公司未来发展：形成账户管理 Agent、智能客服 Agent、智能营销 Agent、智能授权 Agent，通过AI Agent 降本增效。,1.0,,,,,,,,0.22897106705693512,0.22499060445855162,0.2838114516475437,0.25440102805304765,0.25,0.13816015420795716
CAND-00062,002657.SZ,中科金财,研发投入,12,TECH_LLM,0.621094,0.004905,rerank_score_v1,0.621094,0.57,1,ANCHOR_OK,0,Agent,SCORE_LED,COMPANY,EXPLICIT,R_AND_D,ORIGINAL,ACCEPT,PASS_ALL,LOW,0,预计对公司未来发展：构建融合业务流程管理与AI Agent 等技术的银行核心业务系统，支持自动化生成业务流程、设计业务产品与执行操作。,1.0,,,,,,,,0.2196240543409101,0.5983146224855285,0.27264943445425444,0.4354820284698915,0.25,0.16532230427048372
CAND-00062,002657.SZ,中科金财,研发投入,12,AI_GENERAL,0.945312,0.201813,score_mean,0.5735625,0.5,1,GENERIC_AI_OK,0,,SCORE_LED,COMPANY,EXPLICIT,R_AND_D,ORIGINAL,ACCEPT,PASS_ALL,LOW,0,预计对公司未来发展：构建融合业务流程管理与AI Agent 等技术的银行核心业务系统，支持自动化生成业务流程、设计业务产品与执行操作。,1.0,,,,,,,,,0.547925585439559,0.29267191119686864,0.42029874831821384,0.25,0.1630448122477321
CAND-00064,002657.SZ,中科金财,研发投入,12,TECH_LLM,0.707031,0.017986,rerank_score_v1,0.707031,0.57,1,ANCHOR_OK,1,大模型,SCORE_LED,COMPANY,EXPLICIT,R_AND_D,SECTION_INFER,ACCEPT,PASS_ALL,LOW,0,预计对公司未来发展：融合大模型语义理解能力，提升复杂场景下文本识别精度与效率。,1.0,,,,,,,,0.1028788972366449,0.6894180523503438,0.13323468340797243,0.4113263678791581,0.25,0.16169895518187372
CAND-00065,002657.SZ,中科金财,研发投入,12,AI_GENERAL,0.976562,0.904651,score_mean,0.9406065,0.5,1,GENERIC_AI_OK,0,,SCORE_LED,COMPANY,EXPLICIT,R_AND_D,SECTION_INFER,ACCEPT,PASS_ALL,LOW,0,预计对公司未来发展：通过AI Agent 赋能金融业务场景。,1.0,,,,,,,,,0.9370358326125029,0.29267191119686864,0.6148538719046858,0.25,0.19222808078570286
CAND-00067,002657.SZ,中科金财,研发投入,12,AI_GENERAL,0.953125,0.348645,score_mean,0.6508849999999999,0.5,1,GENERIC_AI_OK,0,,SCORE_LED,COMPANY,EXPLICIT,R_AND_D,ORIGINAL,ACCEPT,PASS_ALL,LOW,0,预计对公司未来发展：银行AI 影像研发项目。,1.0,,,,,,,,,0.6298966218467199,0.29267191119686864,0.4612842665217943,0.25,0.16919263997826914
CAND-00068,002657.SZ,中科金财,研发投入,12,AI_GENERAL,0.960938,0.320821,score_mean,0.6408795,0.5,1,GENERIC_AI_OK,0,,SCORE_LED,COMPANY,EXPLICIT,R_AND_D,ORIGINAL,ACCEPT,PASS_ALL,LOW,0,预计对公司未来发展：银行AI 运管风控研发项目。,1.0,,,,,,,,,0.6192896031293759,0.29267191119686864,0.45598075716312225,0.25,0.16839711357446835
CAND-00074,002657.SZ,中科金财,研发投入,13,TECH_LLM,0.835938,0.007121,rerank_score_v1,0.835938,0.57,1,ANCHOR_OK,1,大模型,SCORE_LED,COMPANY,SECTION_INHERIT:研发投入,R_AND_D,ORIGINAL,ACCEPT,PASS_ALL,MEDIUM,1,本体语义大模型操作系统建设研发项目。,1.0,,,,,,,,0.09234772376421818,0.8260747873257763,0.1206585649264809,0.4733666761261286,0.6,0.41041200340540623
CAND-00075,002657.SZ,中科金财,研发投入,13,TECH_LLM,0.652344,0.085099,rerank_score_v1,0.652344,0.57,1,ANCHOR_OK,1,大模型,SCORE_LED,COMPANY,SECTION_INHERIT:研发投入,R_AND_D,ORIGINAL,ACCEPT,PASS_ALL,MEDIUM,1,构建本体语义大模型操作系统，打通数据孤岛，实现AI 与业务逻辑的深度融合。,1.0,,,,,,,,0.125345139073726,0.6314433351852443,0.16006342380587107,0.39575337949555767,0.6,0.3824712166184007
CAND-00082,002670.SZ,国盛证券,研发投入,6,TECH_LLM,0.730469,0.016915,rerank_score_v1,0.730469,0.57,1,ANCHOR_OK,1,大模型,SCORE_LED,COMPANY,SECTION_INHERIT:研发投入,R_AND_D,ORIGINAL,ACCEPT,PASS_ALL,MEDIUM,1,基于大模型的归因分析及业务预测平台的研究开发。,1.0,,,,,,,,0.163464985456724,0.7142651169345339,0.2055853882729866,0.45992525260376027,0.6,0.40557309093735366
CAND-00085,002721.SZ,金一文化,业务概要,3,AI_GENERAL,0.980469,0.407333,score_mean,0.693901,0.5,1,GENERIC_AI_OK,0,,SCORE_LED,COMPANY,SECTION_INHERIT:业务概要,R_AND_D,ORIGINAL,ACCEPT,PASS_ALL,LOW,0,此外，开科唯识还自主研发了量化金融市场计算技术、金融指标实时计算、以及基于人工智能的金融模型开发、训练及测试技术等核心技术，应用先进的技术能力、将精密的金融模型应用到具体业务场景中，进一步支持相应业务的智能化、数字化发展。,1.0,,,,,,,,,0.6754986924224312,0.29267191119686864,0.4840853018096499,0.25,0.1726127952714475
CAND-00086,002721.SZ,金一文化,核心竞争力,6,TECH_LLM,0.835938,0.039639,rerank_score_v1,0.835938,0.57,1,ANCHOR_OK,1,大模型|智能体,SCORE_LED,COMPANY,SECTION_INHERIT:核心竞争力,R_AND_D,ORIGINAL,ACCEPT,PASS_ALL,MEDIUM,1,根据软件及信息技术服务业务的未来发展战略规划，开科唯识将聚焦于财富管理与支付清算领域的创新发展，助力金融行业智能化转型，将AI 和大模型技术深度融入财富管理、支付清算、营销服务、客户经营、风险控制等核心场景，打造行业智能金融解决方案；优先构建垂直领域智能体，如理财师助手、客户经理助手等大模型助手，同时推动代码生成、智能问答、数据分析等场景的自动化工具开发，通过AI 技术降低传统开发人力成本，实现人均效能提升，以及深化生态伙伴合作，形成大模型多场景联合解决方案，提供大模型软硬件一体化全栈服务能力。,1.0,,,,,,,,0.22376545212536458,0.8260747873257763,0.2775950095463989,0.5518348984360876,0.6,0.4386605634369915
CAND-00086,002721.SZ,金一文化,核心竞争力,6,AI_GENERAL,0.851562,0.348645,score_mean,0.6001035,0.5,1,GENERIC_AI_OK,0,,SCORE_LED,COMPANY,SECTION_INHERIT:核心竞争力,R_AND_D,ORIGINAL,ACCEPT,PASS_ALL,LOW,0,根据软件及信息技术服务业务的未来发展战略规划，开科唯识将聚焦于财富管理与支付清算领域的创新发展，助力金融行业智能化转型，将AI 和大模型技术深度融入财富管理、支付清算、营销服务、客户经营、风险控制等核心场景，打造行业智能金融解决方案；优先构建垂直领域智能体，如理财师助手、客户经理助手等大模型助手，同时推动代码生成、智能问答、数据分析等场景的自动化工具开发，通过AI 技术降低传统开发人力成本，实现人均效能提升，以及深化生态伙伴合作，形成大模型多场景联合解决方案，提供大模型软硬件一体化全栈服务能力。,1.0,,,,,,,,,0.5760621986799802,0.29267191119686864,0.4343670549384244,0.25,0.16515505824076365
CAND-00096,002987.SZ,京北方,核心竞争力,4,TECH_CV,0.867188,0.002183,rerank_score_v1,0.867188,0.3,1,ANCHOR_OK,1,计算机视觉|影像,SCORE_LED,COMPANY,MIXED_OTHER_PARTY,APPLIED,ORIGINAL,ACCEPT,PASS_ALL,LOW,0,在产品创新方面，公司已构建涵盖大模型智能体类、计算机视觉类、大数据类、盘庚测试云平台、影像及流程管理类、基础技术平台类等在内的通用产品与技术体系，并面向银行、保险、证券等金融行业客户，形成覆盖集约化运营、运营管理与风控、电子渠道、数字人民币、资产管理、供应链金融、普惠金融、同业业务管理、风险管理等多领域的行业应用解决方案，持续拓展产品广度与应用深度。,1.0,,,,,,,,0.0466355859109021,0.8592035000254922,0.06607003657389406,0.46263676829969314,0.25,0.16939551524495397
CAND-00096,002987.SZ,京北方,核心竞争力,4,TECH_LLM,0.851562,0.006693,rerank_score_v1,0.851562,0.57,1,ANCHOR_OK,1,大模型|智能体,SCORE_LED,COMPANY,MIXED_OTHER_PARTY,APPLIED,ORIGINAL,ACCEPT,PASS_ALL,LOW,0,在产品创新方面，公司已构建涵盖大模型智能体类、计算机视觉类、大数据类、盘庚测试云平台、影像及流程管理类、基础技术平台类等在内的通用产品与技术体系，并面向银行、保险、证券等金融行业客户，形成覆盖集约化运营、运营管理与风控、电子渠道、数字人民币、资产管理、供应链金融、普惠金融、同业业务管理、风险管理等多领域的行业应用解决方案，持续拓展产品广度与应用深度。,1.0,,,,,,,,0.11853712250711995,0.8426380835568279,0.1519334254548074,0.49728575450581763,0.25,0.17459286317587264
