company_id,company_name,keyword,label,direction_cn,layer,tier,hits,weighted
002670.SZ,国盛证券,决策支持,TECH_DECISION,智能决策与预测,TECH,EXT,2,1.0
002670.SZ,国盛证券,归因分析,TECH_DECISION,智能决策与预测,TECH,EXT,2,1.0
002670.SZ,国盛证券,投资,PRODUCT_INVEST,智能投研与财富管理,PRODUCT,EXT,1,0.5
002670.SZ,国盛证券,用户体验,PRODUCT_CUSTOMER,智能客服与营销,PRODUCT,EXT,1,0.5
002670.SZ,国盛证券,触达,PRODUCT_CUSTOMER,智能客服与营销,PRODUCT,EXT,1,0.5
002721.SZ,金一文化,收单,PRODUCT_PAYMENT,智能支付与清算,PRODUCT,CORE,3,3.0
002721.SZ,金一文化,清算,PRODUCT_PAYMENT,智能支付与清算,PRODUCT,CORE,4,4.0
002721.SZ,金一文化,支付,PRODUCT_PAYMENT,智能支付与清算,PRODUCT,EXT,22,11.0
002721.SZ,金一文化,理财,PRODUCT_INVEST,智能投研与财富管理,PRODUCT,EXT,11,5.5
002721.SZ,金一文化,资管,PRODUCT_INVEST,智能投研与财富管理,PRODUCT,EXT,3,1.5
002721.SZ,金一文化,营销,PRODUCT_CUSTOMER,智能客服与营销,PRODUCT,EXT,2,1.0
002987.SZ,京北方,大模型,TECH_LLM,大模型与生成式AI,TECH,CORE,1,1.0
002987.SZ,京北方,大语言模型,TECH_LLM,大模型与生成式AI,TECH,CORE,1,1.0
002987.SZ,京北方,智能体,TECH_LLM,大模型与生成式AI,TECH,CORE,3,3.0
002987.SZ,京北方,智能营销,PRODUCT_CUSTOMER,智能客服与营销,PRODUCT,CORE,1,1.0
002987.SZ,京北方,营销,PRODUCT_CUSTOMER,智能客服与营销,PRODUCT,EXT,1,0.5
002987.SZ,京北方,智能运维,APP_INTERNAL,内部提效应用,APP,CORE,1,1.0
002987.SZ,京北方,智能办公,APP_INTERNAL,内部提效应用,APP,CORE,1,1.0
300033.SZ,同花顺,大模型,TECH_LLM,大模型与生成式AI,TECH,CORE,9,9.0
300033.SZ,同花顺,多模态,TECH_LLM,大模型与生成式AI,TECH,EXT,3,1.5
300033.SZ,同花顺,生成式,TECH_LLM,大模型与生成式AI,TECH,EXT,2,1.0
300033.SZ,同花顺,计算机视觉,TECH_CV,计算机视觉,TECH,CORE,1,1.0
300033.SZ,同花顺,智能语音,TECH_SPEECH,智能语音,TECH,CORE,2,2.0
300033.SZ,同花顺,知识图谱,TECH_KG,知识图谱,TECH,CORE,1,1.0
300033.SZ,同花顺,图谱,TECH_KG,知识图谱,TECH,EXT,1,0.5
300033.SZ,同花顺,隐私计算,TECH_PRIVACY,隐私计算与可信AI,TECH,CORE,1,1.0
300033.SZ,同花顺,预测模型,TECH_DECISION,智能决策与预测,TECH,CORE,1,1.0
300033.SZ,同花顺,全栈,AI_ENGINEERING,AI工程化与算力底座,TECH,EXT,2,1.0
300033.SZ,同花顺,国产化适配,AI_ENGINEERING,AI工程化与算力底座,TECH,EXT,1,0.5
300033.SZ,同花顺,智能投顾,PRODUCT_INVEST,智能投研与财富管理,PRODUCT,CORE,4,4.0
300033.SZ,同花顺,资产配置,PRODUCT_INVEST,智能投研与财富管理,PRODUCT,CORE,4,4.0
300033.SZ,同花顺,财富管理,PRODUCT_INVEST,智能投研与财富管理,PRODUCT,CORE,3,3.0
300033.SZ,同花顺,组合管理,PRODUCT_INVEST,智能投研与财富管理,PRODUCT,CORE,1,1.0
300033.SZ,同花顺,投资,PRODUCT_INVEST,智能投研与财富管理,PRODUCT,EXT,19,9.5
300033.SZ,同花顺,投研,PRODUCT_INVEST,智能投研与财富管理,PRODUCT,EXT,4,2.0
300033.SZ,同花顺,投顾,PRODUCT_INVEST,智能投研与财富管理,PRODUCT,EXT,5,2.5
300033.SZ,同花顺,行情,PRODUCT_INVEST,智能投研与财富管理,PRODUCT,EXT,6,3.0
300033.SZ,同花顺,基金,PRODUCT_INVEST,智能投研与财富管理,PRODUCT,EXT,10,5.0
300033.SZ,同花顺,理财,PRODUCT_INVEST,智能投研与财富管理,PRODUCT,EXT,2,1.0
300033.SZ,同花顺,量化,PRODUCT_INVEST,智能投研与财富管理,PRODUCT,EXT,3,1.5
300033.SZ,同花顺,数字人,PRODUCT_CUSTOMER,智能客服与营销,PRODUCT,CORE,1,1.0
300033.SZ,同花顺,千人千面,PRODUCT_CUSTOMER,智能客服与营销,PRODUCT,EXT,1,0.5
300059.SZ,东方财富,大模型,TECH_LLM,大模型与生成式AI,TECH,CORE,6,6.0
300059.SZ,东方财富,智能体,TECH_LLM,大模型与生成式AI,TECH,CORE,1,1.0
300059.SZ,东方财富,多模态,TECH_LLM,大模型与生成式AI,TECH,EXT,4,2.0
300059.SZ,东方财富,决策支持,TECH_DECISION,智能决策与预测,TECH,EXT,1,0.5
300059.SZ,东方财富,信创,AI_ENGINEERING,AI工程化与算力底座,TECH,EXT,2,1.0
300059.SZ,东方财富,投资,PRODUCT_INVEST,智能投研与财富管理,PRODUCT,EXT,6,3.0
300059.SZ,东方财富,投研,PRODUCT_INVEST,智能投研与财富管理,PRODUCT,EXT,4,2.0
300059.SZ,东方财富,基金,PRODUCT_INVEST,智能投研与财富管理,PRODUCT,EXT,3,1.5
300059.SZ,东方财富,用户体验,PRODUCT_CUSTOMER,智能客服与营销,PRODUCT,EXT,5,2.5
300085.SZ,银之杰,大模型,TECH_LLM,大模型与生成式AI,TECH,CORE,1,1.0
300085.SZ,银之杰,机器学习,TECH_ML,机器学习与深度学习,TECH,CORE,2,2.0
300085.SZ,银之杰,深度学习,TECH_ML,机器学习与深度学习,TECH,CORE,1,1.0
300085.SZ,银之杰,OCR,TECH_CV,计算机视觉,TECH,CORE,2,2.0
300085.SZ,银之杰,图像识别,TECH_CV,计算机视觉,TECH,CORE,4,4.0
300085.SZ,银之杰,文字识别,TECH_CV,计算机视觉,TECH,CORE,1,1.0
300085.SZ,银之杰,图像处理,TECH_CV,计算机视觉,TECH,EXT,1,0.5
300085.SZ,银之杰,语音识别,TECH_SPEECH,智能语音,TECH,CORE,1,1.0
300085.SZ,银之杰,智能语音,TECH_SPEECH,智能语音,TECH,CORE,1,1.0
300085.SZ,银之杰,模型训练,AI_ENGINEERING,AI工程化与算力底座,TECH,CORE,1,1.0
300085.SZ,银之杰,一体机,AI_ENGINEERING,AI工程化与算力底座,TECH,CORE,3,3.0
300085.SZ,银之杰,信创,AI_ENGINEERING,AI工程化与算力底座,TECH,EXT,6,3.0
300085.SZ,银之杰,触达,PRODUCT_CUSTOMER,智能客服与营销,PRODUCT,EXT,2,1.0
300130.SZ,新国都,智能风控,TECH_DECISION,智能决策与预测,TECH,CORE,1,1.0
300130.SZ,新国都,收单,PRODUCT_PAYMENT,智能支付与清算,PRODUCT,CORE,2,2.0
300130.SZ,新国都,POS,PRODUCT_PAYMENT,智能支付与清算,PRODUCT,CORE,5,5.0
300130.SZ,新国都,跨境支付,PRODUCT_PAYMENT,智能支付与清算,PRODUCT,CORE,4,4.0
300130.SZ,新国都,支付,PRODUCT_PAYMENT,智能支付与清算,PRODUCT,EXT,11,5.5
300130.SZ,新国都,商户,PRODUCT_PAYMENT,智能支付与清算,PRODUCT,EXT,4,2.0
300130.SZ,新国都,客服,PRODUCT_CUSTOMER,智能客服与营销,PRODUCT,EXT,1,0.5
300130.SZ,新国都,用户体验,PRODUCT_CUSTOMER,智能客服与营销,PRODUCT,EXT,1,0.5
300130.SZ,新国都,流程自动化,APP_INTERNAL,内部提效应用,APP,EXT,1,0.5
300180.SZ,华峰超纤,大模型,TECH_LLM,大模型与生成式AI,TECH,CORE,6,6.0
300180.SZ,华峰超纤,多模态大模型,TECH_LLM,大模型与生成式AI,TECH,CORE,1,1.0
300180.SZ,华峰超纤,智能体,TECH_LLM,大模型与生成式AI,TECH,CORE,2,2.0
300180.SZ,华峰超纤,多模态,TECH_LLM,大模型与生成式AI,TECH,EXT,1,0.5
300180.SZ,华峰超纤,机器学习,TECH_ML,机器学习与深度学习,TECH,CORE,1,1.0
300180.SZ,华峰超纤,深度学习,TECH_ML,机器学习与深度学习,TECH,CORE,1,1.0
300180.SZ,华峰超纤,自然语言处理,TECH_NLP,自然语言处理,TECH,CORE,1,1.0
300180.SZ,华峰超纤,智能决策,TECH_DECISION,智能决策与预测,TECH,CORE,1,1.0
300180.SZ,华峰超纤,决策引擎,TECH_DECISION,智能决策与预测,TECH,CORE,1,1.0
300180.SZ,华峰超纤,趋势预测,TECH_DECISION,智能决策与预测,TECH,EXT,1,0.5
300180.SZ,华峰超纤,销售预测,TECH_DECISION,智能决策与预测,TECH,EXT,1,0.5
300180.SZ,华峰超纤,决策支持,TECH_DECISION,智能决策与预测,TECH,EXT,1,0.5
300180.SZ,华峰超纤,指标体系,TECH_DECISION,智能决策与预测,TECH,EXT,1,0.5
300180.SZ,华峰超纤,全栈,AI_ENGINEERING,AI工程化与算力底座,TECH,EXT,3,1.5
300180.SZ,华峰超纤,智能支付,PRODUCT_PAYMENT,智能支付与清算,PRODUCT,CORE,1,1.0
300180.SZ,华峰超纤,收单,PRODUCT_PAYMENT,智能支付与清算,PRODUCT,CORE,6,6.0
300180.SZ,华峰超纤,POS,PRODUCT_PAYMENT,智能支付与清算,PRODUCT,CORE,3,3.0
300180.SZ,华峰超纤,清算,PRODUCT_PAYMENT,智能支付与清算,PRODUCT,CORE,1,1.0
300180.SZ,华峰超纤,支付,PRODUCT_PAYMENT,智能支付与清算,PRODUCT,EXT,4,2.0
300180.SZ,华峰超纤,商户,PRODUCT_PAYMENT,智能支付与清算,PRODUCT,EXT,9,4.5
300180.SZ,华峰超纤,智能运维,APP_INTERNAL,内部提效应用,APP,CORE,1,1.0
300180.SZ,华峰超纤,AIOps,APP_INTERNAL,内部提效应用,APP,CORE,1,1.0
300180.SZ,华峰超纤,员工,APP_INTERNAL,内部提效应用,APP,EXT,1,0.5
300180.SZ,华峰超纤,工单,APP_INTERNAL,内部提效应用,APP,EXT,2,1.0
300348.SZ,长亮科技,大模型,TECH_LLM,大模型与生成式AI,TECH,CORE,2,2.0
300380.SZ,安硕信息,大模型,TECH_LLM,大模型与生成式AI,TECH,CORE,1,1.0
300380.SZ,安硕信息,OCR,TECH_CV,计算机视觉,TECH,CORE,2,2.0
300380.SZ,安硕信息,智能信贷,PRODUCT_CREDIT,智能信贷,PRODUCT,CORE,1,1.0
300380.SZ,安硕信息,信贷,PRODUCT_CREDIT,智能信贷,PRODUCT,CORE,3,3.0
300380.SZ,安硕信息,贷后,PRODUCT_CREDIT,智能信贷,PRODUCT,CORE,1,1.0
300380.SZ,安硕信息,额度管理,PRODUCT_CREDIT,智能信贷,PRODUCT,EXT,1,0.5
300465.SZ,高伟达,大模型,TECH_LLM,大模型与生成式AI,TECH,CORE,2,2.0
300465.SZ,高伟达,自然语言处理,TECH_NLP,自然语言处理,TECH,CORE,1,1.0
300465.SZ,高伟达,智能催收,PRODUCT_CREDIT,智能信贷,PRODUCT,CORE,1,1.0
300465.SZ,高伟达,催收,PRODUCT_CREDIT,智能信贷,PRODUCT,EXT,6,3.0
300468.SZ,四方精创,大模型,TECH_LLM,大模型与生成式AI,TECH,CORE,1,1.0
300468.SZ,四方精创,智能体,TECH_LLM,大模型与生成式AI,TECH,CORE,6,6.0
300468.SZ,四方精创,AI Agent,TECH_LLM,大模型与生成式AI,TECH,CORE,1,1.0
300468.SZ,四方精创,RAG,TECH_LLM,大模型与生成式AI,TECH,CORE,1,1.0
300468.SZ,四方精创,提示词,TECH_LLM,大模型与生成式AI,TECH,EXT,1,0.5
300468.SZ,四方精创,Agent,TECH_LLM,大模型与生成式AI,TECH,EXT,2,1.0
300468.SZ,四方精创,多智能体,TECH_RL,强化学习与智能优化,TECH,CORE,2,2.0
300468.SZ,四方精创,数据脱敏,TECH_PRIVACY,隐私计算与可信AI,TECH,CORE,1,1.0
300468.SZ,四方精创,数据要素,TECH_PRIVACY,隐私计算与可信AI,TECH,EXT,4,2.0
300468.SZ,四方精创,数据合规,TECH_PRIVACY,隐私计算与可信AI,TECH,EXT,3,1.5
300468.SZ,四方精创,规则引擎,TECH_DECISION,智能决策与预测,TECH,CORE,2,2.0
300468.SZ,四方精创,模型管理,AI_ENGINEERING,AI工程化与算力底座,TECH,CORE,1,1.0
300468.SZ,四方精创,跨境支付,PRODUCT_PAYMENT,智能支付与清算,PRODUCT,CORE,4,4.0
300468.SZ,四方精创,清算,PRODUCT_PAYMENT,智能支付与清算,PRODUCT,CORE,6,6.0
300468.SZ,四方精创,支付,PRODUCT_PAYMENT,智能支付与清算,PRODUCT,EXT,18,9.0
300468.SZ,四方精创,商户,PRODUCT_PAYMENT,智能支付与清算,PRODUCT,EXT,9,4.5
300468.SZ,四方精创,结算,PRODUCT_PAYMENT,智能支付与清算,PRODUCT,EXT,11,5.5
300468.SZ,四方精创,基金,PRODUCT_INVEST,智能投研与财富管理,PRODUCT,EXT,1,0.5
300468.SZ,四方精创,量化,PRODUCT_INVEST,智能投研与财富管理,PRODUCT,EXT,1,0.5
300468.SZ,四方精创,欺诈,PRODUCT_FRAUD,反欺诈与合规,PRODUCT,EXT,2,1.0
300468.SZ,四方精创,客户服务,PRODUCT_CUSTOMER,智能客服与营销,PRODUCT,EXT,1,0.5
300468.SZ,四方精创,用户体验,PRODUCT_CUSTOMER,智能客服与营销,PRODUCT,EXT,4,2.0
300468.SZ,四方精创,报销,PRODUCT_FINANCE,智能财务与司库,PRODUCT,EXT,1,0.5
300468.SZ,四方精创,凭证,PRODUCT_FINANCE,智能财务与司库,PRODUCT,EXT,1,0.5
300468.SZ,四方精创,员工,APP_INTERNAL,内部提效应用,APP,EXT,2,1.0
300468.SZ,四方精创,流程自动化,APP_INTERNAL,内部提效应用,APP,EXT,5,2.5
300541.SZ,先进数通,智能体,TECH_LLM,大模型与生成式AI,TECH,CORE,4,4.0
300541.SZ,先进数通,Agent,TECH_LLM,大模型与生成式AI,TECH,EXT,2,1.0
300541.SZ,先进数通,算力,AI_ENGINEERING,AI工程化与算力底座,TECH,CORE,1,1.0
300541.SZ,先进数通,MaaS,AI_ENGINEERING,AI工程化与算力底座,TECH,CORE,2,2.0
300541.SZ,先进数通,模型部署,AI_ENGINEERING,AI工程化与算力底座,TECH,CORE,2,2.0
300541.SZ,先进数通,量化,PRODUCT_INVEST,智能投研与财富管理,PRODUCT,EXT,1,0.5
300541.SZ,先进数通,预算,PRODUCT_FINANCE,智能财务与司库,PRODUCT,EXT,1,0.5
300561.SZ,汇金科技,大模型,TECH_LLM,大模型与生成式AI,TECH,CORE,3,3.0
300561.SZ,汇金科技,视频分析,TECH_CV,计算机视觉,TECH,CORE,1,1.0
300561.SZ,汇金科技,国产化适配,AI_ENGINEERING,AI工程化与算力底座,TECH,EXT,1,0.5
300663.SZ,科蓝软件,大模型,TECH_LLM,大模型与生成式AI,TECH,CORE,3,3.0
300663.SZ,科蓝软件,全栈,AI_ENGINEERING,AI工程化与算力底座,TECH,EXT,1,0.5
300663.SZ,科蓝软件,信创,AI_ENGINEERING,AI工程化与算力底座,TECH,EXT,6,3.0
300663.SZ,科蓝软件,保险,PRODUCT_INSURANCE,智能保险,PRODUCT,EXT,3,1.5
300674.SZ,宇信科技,大模型,TECH_LLM,大模型与生成式AI,TECH,CORE,3,3.0
300674.SZ,宇信科技,信贷,PRODUCT_CREDIT,智能信贷,PRODUCT,CORE,4,4.0
300674.SZ,宇信科技,贷后,PRODUCT_CREDIT,智能信贷,PRODUCT,CORE,1,1.0
300803.SZ,指南针,图谱,TECH_KG,知识图谱,TECH,EXT,1,0.5
300803.SZ,指南针,决策支持,TECH_DECISION,智能决策与预测,TECH,EXT,2,1.0
300803.SZ,指南针,智能投研,PRODUCT_INVEST,智能投研与财富管理,PRODUCT,CORE,1,1.0
300803.SZ,指南针,投资,PRODUCT_INVEST,智能投研与财富管理,PRODUCT,EXT,8,4.0
300803.SZ,指南针,投研,PRODUCT_INVEST,智能投研与财富管理,PRODUCT,EXT,1,0.5
300803.SZ,指南针,股票,PRODUCT_INVEST,智能投研与财富管理,PRODUCT,EXT,1,0.5
300803.SZ,指南针,选股,PRODUCT_INVEST,智能投研与财富管理,PRODUCT,EXT,2,1.0
300803.SZ,指南针,智能客服,PRODUCT_CUSTOMER,智能客服与营销,PRODUCT,CORE,1,1.0
300803.SZ,指南针,客服,PRODUCT_CUSTOMER,智能客服与营销,PRODUCT,EXT,1,0.5
300941.SZ,创识科技,人脸识别,TECH_CV,计算机视觉,TECH,CORE,3,3.0
300941.SZ,创识科技,智能决策,TECH_DECISION,智能决策与预测,TECH,CORE,1,1.0
300941.SZ,创识科技,决策支持,TECH_DECISION,智能决策与预测,TECH,EXT,1,0.5
300941.SZ,创识科技,POS,PRODUCT_PAYMENT,智能支付与清算,PRODUCT,CORE,3,3.0
300941.SZ,创识科技,跨境支付,PRODUCT_PAYMENT,智能支付与清算,PRODUCT,CORE,2,2.0
300941.SZ,创识科技,支付,PRODUCT_PAYMENT,智能支付与清算,PRODUCT,EXT,22,11.0
300941.SZ,创识科技,商户,PRODUCT_PAYMENT,智能支付与清算,PRODUCT,EXT,4,2.0
300941.SZ,创识科技,结算,PRODUCT_PAYMENT,智能支付与清算,PRODUCT,EXT,1,0.5
300941.SZ,创识科技,数字人民币,PRODUCT_PAYMENT,智能支付与清算,PRODUCT,EXT,6,3.0
300941.SZ,创识科技,数字人,PRODUCT_CUSTOMER,智能客服与营销,PRODUCT,CORE,6,6.0
300941.SZ,创识科技,营销,PRODUCT_CUSTOMER,智能客服与营销,PRODUCT,EXT,15,7.5
300941.SZ,创识科技,客户服务,PRODUCT_CUSTOMER,智能客服与营销,PRODUCT,EXT,1,0.5
300941.SZ,创识科技,用户体验,PRODUCT_CUSTOMER,智能客服与营销,PRODUCT,EXT,1,0.5
300941.SZ,创识科技,对账,PRODUCT_FINANCE,智能财务与司库,PRODUCT,EXT,2,1.0
300996.SZ,普联软件,大模型,TECH_LLM,大模型与生成式AI,TECH,CORE,10,10.0
300996.SZ,普联软件,智能体,TECH_LLM,大模型与生成式AI,TECH,CORE,3,3.0
300996.SZ,普联软件,机器学习,TECH_ML,机器学习与深度学习,TECH,CORE,5,5.0
300996.SZ,普联软件,知识库,TECH_KG,知识图谱,TECH,EXT,2,1.0
300996.SZ,普联软件,规则引擎,TECH_DECISION,智能决策与预测,TECH,CORE,2,2.0
300996.SZ,普联软件,智能预警,TECH_DECISION,智能决策与预测,TECH,CORE,2,2.0
300996.SZ,普联软件,信创,AI_ENGINEERING,AI工程化与算力底座,TECH,EXT,16,8.0
300996.SZ,普联软件,保险,PRODUCT_INSURANCE,智能保险,PRODUCT,EXT,2,1.0
300996.SZ,普联软件,支付,PRODUCT_PAYMENT,智能支付与清算,PRODUCT,EXT,2,1.0
300996.SZ,普联软件,智能问答,PRODUCT_CUSTOMER,智能客服与营销,PRODUCT,CORE,4,4.0
300996.SZ,普联软件,财务共享,PRODUCT_FINANCE,智能财务与司库,PRODUCT,CORE,3,3.0
300996.SZ,普联软件,报销,PRODUCT_FINANCE,智能财务与司库,PRODUCT,EXT,2,1.0
300996.SZ,普联软件,预算,PRODUCT_FINANCE,智能财务与司库,PRODUCT,EXT,2,1.0
300996.SZ,普联软件,员工,APP_INTERNAL,内部提效应用,APP,EXT,2,1.0
300996.SZ,普联软件,流程自动化,APP_INTERNAL,内部提效应用,APP,EXT,1,0.5
300996.SZ,普联软件,RPA,APP_INTERNAL,内部提效应用,APP,EXT,3,1.5
601519.SH,大智慧,大模型,TECH_LLM,大模型与生成式AI,TECH,CORE,5,5.0
601519.SH,大智慧,生成式AI,TECH_LLM,大模型与生成式AI,TECH,CORE,1,1.0
601519.SH,大智慧,LLM,TECH_LLM,大模型与生成式AI,TECH,CORE,1,1.0
601519.SH,大智慧,检索增强生成,TECH_LLM,大模型与生成式AI,TECH,CORE,1,1.0
601519.SH,大智慧,DeepSeek,TECH_LLM,大模型与生成式AI,TECH,CORE,1,1.0
601519.SH,大智慧,生成式,TECH_LLM,大模型与生成式AI,TECH,EXT,1,0.5
601519.SH,大智慧,微调,TECH_LLM,大模型与生成式AI,TECH,EXT,1,0.5
601519.SH,大智慧,深度学习,TECH_ML,机器学习与深度学习,TECH,CORE,2,2.0
601519.SH,大智慧,聚类,TECH_ML,机器学习与深度学习,TECH,EXT,1,0.5
601519.SH,大智慧,自然语言处理,TECH_NLP,自然语言处理,TECH,CORE,1,1.0
601519.SH,大智慧,知识图谱,TECH_KG,知识图谱,TECH,CORE,1,1.0
601519.SH,大智慧,图谱,TECH_KG,知识图谱,TECH,EXT,1,0.5
601519.SH,大智慧,信创,AI_ENGINEERING,AI工程化与算力底座,TECH,EXT,2,1.0
601519.SH,大智慧,量化投资,PRODUCT_INVEST,智能投研与财富管理,PRODUCT,CORE,1,1.0
601519.SH,大智慧,智能选股,PRODUCT_INVEST,智能投研与财富管理,PRODUCT,CORE,1,1.0
601519.SH,大智慧,投资,PRODUCT_INVEST,智能投研与财富管理,PRODUCT,EXT,9,4.5
601519.SH,大智慧,投研,PRODUCT_INVEST,智能投研与财富管理,PRODUCT,EXT,1,0.5
601519.SH,大智慧,行情,PRODUCT_INVEST,智能投研与财富管理,PRODUCT,EXT,7,3.5
601519.SH,大智慧,基金,PRODUCT_INVEST,智能投研与财富管理,PRODUCT,EXT,6,3.0
601519.SH,大智慧,量化,PRODUCT_INVEST,智能投研与财富管理,PRODUCT,EXT,4,2.0
601519.SH,大智慧,选股,PRODUCT_INVEST,智能投研与财富管理,PRODUCT,EXT,2,1.0
601519.SH,大智慧,研报,PRODUCT_INVEST,智能投研与财富管理,PRODUCT,EXT,1,0.5
601519.SH,大智慧,智能问答,PRODUCT_CUSTOMER,智能客服与营销,PRODUCT,CORE,1,1.0
601519.SH,大智慧,用户体验,PRODUCT_CUSTOMER,智能客服与营销,PRODUCT,EXT,3,1.5
601519.SH,大智慧,触达,PRODUCT_CUSTOMER,智能客服与营销,PRODUCT,EXT,1,0.5
